"site","who","transect","segment","specimen_number","gross_ID","plant","notes","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","date","year","captured","finest_ID","drought"
"Avery Picnic","ED","P1",5,30736,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","ED","P1",5,30737,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","ED","P3",1,30738,"Wasps","Ligusticum porteri","","Hymenoptera",NA,"","","","","2017-07-18",2017,"True","Wasps","non-drought"
"Avery Picnic","ED","P3",1,30739,"Other fly","Helianthella quinquenervis","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","ED","P3",1,30740,"Other fly","Ligusticum porteri","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2017-07-18",2017,"True","Symphoromyia","non-drought"
"Avery Picnic","ED","P3",1,NA,"Other fly","Ligusticum porteri","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","ED","P3",8,NA,"Bombus flavifrons","Delphinium barbeyi","","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2017-07-18",2017,"True","Bombus flavifrons","non-drought"
"Avery Picnic","ED","P1",6,30741,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","ED","P1",6,30742,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","ED","P1",6,30743,"Other fly","Potentilla pulcherrima","","Diptera","Anthomyiidae","","","","Anthomyiidae 3","2017-07-18",2017,"True","Anthomyiidae 3","non-drought"
"Avery Picnic","ED","P1",6,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","ED","P1",6,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","ED","P1",2,30744,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","KE","P5",8,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","KE","P5",8,NA,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2017-07-18",2017,"False","Hemiptera","non-drought"
"Avery Picnic","KE","P5",8,30745,"Other fly","Hymenoxys hoopesii","","Diptera","Anthomyiidae","","","","Anthomyiidae sp.","2017-07-18",2017,"True","Anthomyiidae sp.","non-drought"
"Avery Picnic","KE","P5",8,30746,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","KE","P5",6,30747,"Other fly","Geranium richardsonii","","Diptera","Anthomyiidae","","","","Anthomyiidae sp.","2017-07-18",2017,"True","Anthomyiidae sp.","non-drought"
"Avery Picnic","KE","P5",6,30748,"Other fly","Ligusticum porteri","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2017-07-18",2017,"True","Hiatomyia","non-drought"
"Avery Picnic","KE","P7",6,30749,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","KE","P7",6,30750,"Other fly","Hymenoxys hoopesii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","KE","P7",6,30751,"Other fly","Erigeron elatior","","Diptera",NA,"","","","","2017-07-18",2017,"True","Other fly","non-drought"
"Avery Picnic","KE","P7",6,30752,"Other fly","Erigeron elatior","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","KE","P7",6,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","KE","P5",9,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","KE","P5",9,30753,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","KE","P5",9,NA,"Bombus sylvicola","Delphinium barbeyi","Queen (not marked)","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","2017-07-18",2017,"True","Bombus sylvicola","non-drought"
"Avery Picnic","CM","P1",9,NA,"Other fly","Potentilla fruticosa","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","CM","P1",9,NA,"Hemiptera","Hymenoxys hoopesii","","Hemiptera",NA,"","","","","2017-07-18",2017,"False","Hemiptera","non-drought"
"Avery Picnic","CM","P3",5,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","CM","P3",5,NA,"Bombus unknown","Delphinium barbeyi","","Hymenoptera","Apidae","Apinae","Bombus","","Bombus","2017-07-18",2017,"True","Bombus","non-drought"
"Avery Picnic","CM","P7",1,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","CM","P1",10,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","CM","P1",10,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","LG","P5",4,NA,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","LG","P1",7,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","LG","P1",8,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-18",2017,"False","Other fly","non-drought"
"Avery Picnic","LG","P3",4,30754,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",4,30755,"Other fly","Hymenoxys hoopesii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2017-07-18",2017,"True","Symphoromyia","non-drought"
"Avery Picnic","LG","P3",4,30756,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",4,30757,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",4,30758,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",4,30759,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-18",2017,"True","Thricops","non-drought"
"Avery Picnic","LG","P7",9,30760,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2017-07-18",2017,"True","Symphoromyia","non-drought"
"Avery Picnic","LG","P7",9,30761,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","","2017-07-18",2017,"True","Other fly","non-drought"
"Avery Picnic","LG","P7",9,30762,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P1",7,30763,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P1",1,30764,"Other fly","Heracleum sphondylium","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2017-07-18",2017,"True","Symphoromyia","non-drought"
"Avery Picnic","LG","P5",7,30765,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P5",7,30766,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P5",7,30767,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P5",7,30768,"Other fly","Hymenoxys hoopesii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P1",8,30769,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",3,30770,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2017-07-18",2017,"True","Hiatomyia","non-drought"
"Avery Picnic","LG","P3",3,30771,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",3,30772,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Avery Picnic","LG","P3",3,30773,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-18",2017,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","LX","P7",4,NA,"Bombus appositus","Potentilla pulcherrima","worker r, _,o,_","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","2017-07-20",2017,"True","Bombus appositus","non-drought"
"Gothic Town","CM","P3",2,30794,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","LX","P7",4,30795,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","CM","P1",5,30796,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","CM","P1",5,30797,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","2017-07-20",2017,"True","Sphaerophoria","non-drought"
"Gothic Town","CM","P1",7,NA,"Hemiptera","Pyrrocoma crocea","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","CM","P1",7,NA,"Hemiptera","Pyrrocoma crocea","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","CM","P1",7,NA,"Other fly","Pyrrocoma crocea","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LX","P3",1,30798,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","CM","P7",10,NA,"Bombus bifarius","Potentilla pulcherrima","worker r,y,_,_","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2017-07-20",2017,"True","Bombus bifarius","non-drought"
"Gothic Town","LX","P3",1,30799,"Moths","Potentilla pulcherrima","","Lepidoptera",NA,"","","","","2017-07-20",2017,"True","Moths","non-drought"
"Gothic Town","KE","P7",7,NA,"Bombus bifarius","Delphinium barbeyi","Queen (not marked)","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2017-07-20",2017,"True","Bombus bifarius","non-drought"
"Gothic Town","LG","P5",4,NA,"Bombus bifarius","Pyrrocoma crocea","worker, r,_,_,o","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2017-07-20",2017,"True","Bombus bifarius","non-drought"
"Gothic Town","LG","P3",7,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LG","P5",3,NA,"Beetles","Pyrrocoma crocea","","Coleoptera",NA,"","","","","2017-07-20",2017,"False","Beetles","non-drought"
"Gothic Town","LG","P5",3,NA,"Orange butterfly","Pyrrocoma crocea","","Lepidoptera",NA,"","","","","2017-07-20",2017,"False","Orange butterfly","non-drought"
"Gothic Town","LG","P3",3,NA,"Syrphidae","Linum lewisii","","Diptera","Syrphidae","","","","","2017-07-20",2017,"True","Syrphidae","non-drought"
"Gothic Town","LG","P5",4,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LG","P5",4,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LG","P5",4,NA,"Other fly","Pyrrocoma crocea","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LG","P3",7,30800,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","LG","P5",3,30801,"Beetles","Pyrrocoma crocea","","Coleoptera",NA,"","","","","2017-07-20",2017,"True","Beetles","non-drought"
"Gothic Town","LG","P5",4,30802,"Other fly","Potentilla pulcherrima","","Diptera","Anthomyiidae","","","","Anthomyiidae sp.","2017-07-20",2017,"True","Anthomyiidae sp.","non-drought"
"Gothic Town","LG","P5",4,30803,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","LG","P5",4,30804,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","LG","P5",4,30805,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","LG","P5",1,30806,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","LG","P5",1,30807,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","LG","P5",1,30808,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-20",2017,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","CM","P1",7,30809,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","CM","P1",2,30810,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","CM","P1",2,30811,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2017-07-20",2017,"True","Phaonia","non-drought"
"Gothic Town","LX","P5",8,30812,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus 1","2017-07-20",2017,"True","Platycheirus 1","non-drought"
"Gothic Town","CM","P1",2,30813,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","CM","P1",2,30814,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","CM","P7",10,30815,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","CM","P7",6,NA,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","LX","P5",8,NA,"Bombus unknown","Potentilla pulcherrima","worker not caught","Hymenoptera","Apidae","Apinae","Bombus","","Bombus","2017-07-20",2017,"True","Bombus","non-drought"
"Gothic Town","LX","P5",8,NA,"Bombus unknown","Potentilla pulcherrima","worker not caught","Hymenoptera","Apidae","Apinae","Bombus","","Bombus","2017-07-20",2017,"True","Bombus","non-drought"
"Gothic Town","LX","P1",9,NA,"Bombus flavifrons","Potentilla pulcherrima","worker, check bombus sheets for ID","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2017-07-20",2017,"True","Bombus flavifrons","non-drought"
"Gothic Town","KE","P5",2,NA,"Bombus appositus","Delphinium barbeyi","worker, r,o,_,_","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","2017-07-20",2017,"True","Bombus appositus","non-drought"
"Gothic Town","CM","P7",6,NA,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera",NA,"","","","","2017-07-20",2017,"False","Small black solitary bee","non-drought"
"Gothic Town","LG","P1",4,NA,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera",NA,"","","","","2017-07-20",2017,"False","Small black solitary bee","non-drought"
"Gothic Town","LG","P1",4,NA,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera",NA,"","","","","2017-07-20",2017,"False","Small black solitary bee","non-drought"
"Gothic Town","LG","P1",4,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LG","P1",4,NA,"Bombus bifarius","Pyrrocoma crocea","workers, r,o,o,_","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2017-07-20",2017,"True","Bombus bifarius","non-drought"
"Gothic Town","LG","P1",4,30816,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2017-07-20",2017,"True","Symphoromyia","non-drought"
"Gothic Town","KE","P5",5,NA,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","","","","","2017-07-20",2017,"True","Syrphidae","non-drought"
"Gothic Town","KE","P5",5,NA,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","KE","P7",9,NA,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","KE","P1",3,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","KE","P1",8,30817,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P1",8,30818,"Beetles","Potentilla pulcherrima","","Coleoptera",NA,"","","","","2017-07-20",2017,"True","Beetles","non-drought"
"Gothic Town","KE","P5",5,30819,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2017-07-20",2017,"True","Hiatomyia","non-drought"
"Gothic Town","KE","P5",5,30820,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","2017-07-20",2017,"True","Sphaerophoria","non-drought"
"Gothic Town","KE","P5",5,30821,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","KE","P5",5,30822,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P7",9,30823,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P7",9,30824,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P7",9,30825,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P7",7,30826,"Moths","Potentilla pulcherrima","","Lepidoptera",NA,"","","","","2017-07-20",2017,"True","Moths","non-drought"
"Gothic Town","KE","P7",7,30827,"Other fly","Potentilla pulcherrima","","Diptera","Anthomyiidae","","","","Anthomyiidae 5","2017-07-20",2017,"True","Anthomyiidae 5","non-drought"
"Gothic Town","KE","P7",7,30828,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","KE","P7",7,30829,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P7",7,30830,"Small black solitary bee","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","KE","P7",7,30831,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2017-07-20",2017,"True","Hiatomyia","non-drought"
"Gothic Town","KE","P7",7,30832,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","KE","P7",7,30833,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","2017-07-20",2017,"True","Panurginus cressoniellus","non-drought"
"Gothic Town","KE","P7",7,30834,"Small black solitary bee","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","KE","P5",2,30835,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","KE","P5",2,30836,"Other fly","Potentilla pulcherrima","","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","2017-07-20",2017,"True","Panurginus cressoniellus","non-drought"
"Gothic Town","KE","P1",3,30837,"Beetles","Potentilla pulcherrima","","Coleoptera",NA,"","","","","2017-07-20",2017,"True","Beetles","non-drought"
"Gothic Town","KE","P1",3,NA,"Bombus bifarius","Delphinium barbeyi","workers, r,_,r,y","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2017-07-20",2017,"True","Bombus bifarius","non-drought"
"Gothic Town","ED","P5",7,NA,"Bombus flavifrons","Mertensia ciliata","worker, r,o,_,_","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2017-07-20",2017,"True","Bombus flavifrons","non-drought"
"Gothic Town","ED","P7",3,NA,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera",NA,"","","","","2017-07-20",2017,"False","Small black solitary bee","non-drought"
"Gothic Town","LX","P7",5,30838,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","2017-07-20",2017,"True","Sphaerophoria","non-drought"
"Gothic Town","LX","P7",5,30839,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","LX","P7",5,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LX","P7",5,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","LX","P7",4,30840,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","ED","P7",3,30841,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","ED","P7",3,30842,"Hemiptera","Linum lewisii","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","ED","P7",3,NA,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"False","Other fly","non-drought"
"Gothic Town","ED","P7",2,30843,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","CM","P1",2,NA,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"False","Hemiptera","non-drought"
"Gothic Town","ED","P1",1,30844,"Beetles","Ligusticum porteri","","Coleoptera",NA,"","","","","2017-07-20",2017,"True","Beetles","non-drought"
"Gothic Town","ED","P1",1,30845,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2017-07-20",2017,"True","Phaonia","non-drought"
"Gothic Town","ED","P1",1,30846,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","ED","P1",1,30847,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","ED","P1",1,30848,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2017-07-20",2017,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","ED","P1",10,NA,"Syrphidae","Erigeron speciosus","","Diptera","Syrphidae","","","","","2017-07-20",2017,"True","Syrphidae","non-drought"
"Gothic Town","ED","P7",8,30849,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","septentrionalis","Thricops","2017-07-20",2017,"True","Thricops","non-drought"
"Gothic Town","ED","P7",8,30850,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","2017-07-20",2017,"True","Panurginus cressoniellus","non-drought"
"Gothic Town","ED","P5",6,30851,"Other fly","Potentilla pulcherrima","","Diptera","Anthomyiidae","","","","Anthomyiidae sp.","2017-07-20",2017,"True","Anthomyiidae sp.","non-drought"
"Gothic Town","ED","P3",6,30852,"Hemiptera","Potentilla pulcherrima","","Hemiptera",NA,"","","","","2017-07-20",2017,"True","Hemiptera","non-drought"
"Gothic Town","ED","P3",6,30853,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2017-07-20",2017,"True","Other fly","non-drought"
"Gothic Town","ED","P3",6,30854,"Small black solitary bee","Potentilla pulcherrima","","Hymenoptera",NA,"","","","","2017-07-20",2017,"True","Small black solitary bee","non-drought"
